日期,身份別,多方交易口數,多方交易契約金額(百萬元),空方交易口數,空方交易契約金額(百萬元),多空交易口數淨額,多空交易契約金額淨額(百萬元),多方未平倉口數,多方未平倉契約金額(百萬元),空方未平倉口數,空方未平倉契約金額(百萬元),多空未平倉口數淨額,多空未平倉契約金額淨額(百萬元)
2023/2/7,外資及陸資,351346,229962,354932,229331,-3586,631,159009,130186,333446,150047,-174437,-19861
2023/2/8,自營商,386991,64403,360263,63238,26728,1165,244155,73393,207758,45730,36397,27663
2023/2/8,投信,451,1096,280,561,171,535,14695,35630,20401,54824,-5706,-19194
2023/2/8,外資及陸資,419111,281367,400133,256119,18978,25248,170540,154943,324422,149592,-153882,5351
2023/2/9,自營商,165604,34864,176625,34526,-11021,338,251227,71578,226505,43549,24722,28029
2023/2/9,投信,21,17,401,1157,-380,-1140,14377,34681,20463,55009,-6086,-20328
2023/2/9,外資及陸資,265691,219787,274188,228441,-8497,-8654,172893,145324,335272,148721,-162379,-3397
2023/2/10,自營商,267450,59777,251833,61054,15617,-1277,269707,68723,229384,42093,40323,26630
2023/2/10,投信,2607,3586,2837,4321,-230,-735,14269,34286,20585,55321,-6316,-21035
2023/2/10,外資及陸資,368177,313845,371863,310484,-3686,3361,174941,154707,341006,154522,-166065,185
2023/2/13,自營商,289229,81254,292808,76039,-3579,5215,292840,75136,254697,43411,38143,31725
2023/2/13,投信,17610,50156,18093,51665,-483,-1509,14101,33625,20900,56112,-6799,-22487
2023/2/13,外資及陸資,421806,377267,420397,376750,1409,517,176904,159460,341551,158567,-164647,893
2023/2/14,自營商,286779,68667,269156,74633,17623,-5966,309843,74722,253217,48646,56626,26076
2023/2/14,投信,13681,35089,13548,34638,133,451,14185,34206,20851,56427,-6666,-22221
2023/2/14,外資及陸資,365510,316544,358101,310961,7409,5583,182935,145318,340155,139014,-157220,6304
2023/2/15,自營商,534706,117627,589372,109803,-54666,7824,194539,62432,177450,39045,17089,23387
2023/2/15,投信,713,1483,1524,3864,-811,-2381,13734,32186,20775,56388,-7041,-24202
2023/2/15,外資及陸資,556384,377270,573123,399273,-16739,-22003,136006,112225,267387,118334,-131381,-6109
2023/2/16,自營商,221512,40479,211649,45230,9863,-4751,226202,63685,200268,44791,25934,18894
2023/2/16,投信,457,1409,205,482,252,927,13610,32151,20399,55708,-6789,-23557
2023/2/16,外資及陸資,309090,268323,284454,234183,24636,34140,170470,139851,280845,111705,-110375,28146
2023/2/17,自營商,226981,36710,237407,38515,-10426,-1805,236320,63193,220669,46229,15651,16964
2023/2/17,投信,29,90,913,2803,-884,-2713,12721,29173,20394,55282,-7673,-26109
2023/2/17,外資及陸資,321702,261493,330534,263227,-8832,-1734,176466,134517,295700,108277,-119234,26240
2023/2/20,自營商,241462,35973,235629,33517,5833,2456,246769,67586,225417,48046,21352,19540
2023/2/20,投信,176,540,105,326,71,214,12631,29049,20233,55088,-7602,-26039
2023/2/20,外資及陸資,293329,218156,293233,213775,96,4381,188345,140481,307483,109653,-119138,30828
2023/2/21,自營商,181118,27977,183322,25967,-2204,2010,253241,69719,234029,48257,19212,21462
2023/2/21,投信,28,87,104,13,-76,74,12654,29125,20332,55096,-7678,-25971
2023/2/21,外資及陸資,211776,140952,219599,145577,-7823,-4625,186987,136973,313954,110892,-126967,26081
2023/2/22,自營商,363885,47163,374560,50952,-10675,-3789,231916,69534,215676,52238,16240,17296
2023/2/22,投信,150,308,150,457,0,-149,12585,28610,20263,54475,-7678,-25865
2023/2/22,外資及陸資,378590,243645,383187,242289,-4597,1356,175551,137376,311650,109827,-136099,27549
2023/2/23,自營商,266674,55139,257858,54343,8816,796,252978,76436,228778,58141,24200,18295
2023/2/23,投信,432,1348,100,312,332,1036,12589,29050,19940,54277,-7351,-25227
2023/2/23,外資及陸資,317807,271650,297091,260699,20716,10951,199337,151735,314720,112686,-115383,39049
2023/2/24,自營商,232249,40360,238091,40528,-5842,-168,254638,74019,235972,56064,18666,17955
2023/2/24,投信,5,16,402,1245,-397,-1229,12362,28221,20110,54583,-7748,-26362
2023/2/24,外資及陸資,323562,255532,335375,272009,-11813,-16477,194826,137325,322022,114546,-127196,22779
2023/3/1,自營商,409735,62741,418054,52439,-8319,10302,236256,79644,226971,51322,9285,28322
2023/3/1,投信,91,275,88,273,3,2,12390,28336,20135,54701,-7745,-26365
2023/3/1,外資及陸資,407215,258059,416928,262034,-9713,-3975,192619,135147,321410,116436,-128791,18711
2023/3/2,自營商,199207,37029,202076,39563,-2869,-2534,246142,80147,239712,54423,6430,25724
2023/3/2,投信,41,126,122,379,-81,-253,12362,28234,20188,54847,-7826,-26613
2023/3/2,外資及陸資,293554,257705,292159,254221,1395,3484,199887,140236,327283,118106,-127396,22130
2023/3/3,自營商,217382,38305,200680,41851,16702,-3546,270762,81851,247863,59459,22899,22392
2023/3/3,投信,230,557,161,35,69,522,12412,28350,20169,54565,-7757,-26215
2023/3/3,外資及陸資,321221,250238,317604,252731,3617,-2493,209942,143067,333721,123549,-123779,19518
2023/3/6,自營商,282571,46170,290625,46935,-8054,-765,273629,82076,258807,60242,14822,21834
2023/3/6,投信,624,1968,261,665,363,1303,12421,28823,19815,54001,-7394,-25178
2023/3/6,外資及陸資,350579,253242,348044,257320,2535,-4078,214399,141541,335634,125982,-121235,15559
2023/3/7,自營商,243470,38679,235175,41923,8295,-3244,290695,84358,267593,65679,23102,18679
2023/3/7,投信,280,884,590,1319,-310,-435,11995,27878,19699,53659,-7704,-25781
2023/3/7,外資及陸資,299685,205489,289994,193158,9691,12331,225659,152799,337209,124838,-111550,27961
2023/3/8,自營商,344150,54779,382370,51320,-38220,3459,227147,80085,259298,58229,-32151,21856
2023/3/8,投信,142,446,283,888,-141,-442,11972,27643,19817,53721,-7845,-26078
2023/3/8,外資及陸資,408567,258141,426617,283639,-18050,-25498,210002,132606,326820,129949,-116818,2657
2023/3/9,自營商,173533,37915,177211,38497,-3678,-582,236275,81356,272185,60047,-35910,21309
2023/3/9,投信,21,66,29,89,-8,-23,11966,27597,19819,53668,-7853,-26071
2023/3/9,外資及陸資,275724,235405,285988,239984,-10264,-4579,209350,135949,336432,137928,-127082,-1979
2023/3/10,自營商,350603,73924,359131,72580,-8528,1344,250366,86610,294121,64375,-43755,22235
2023/3/10,投信,2455,3568,3610,6747,-1155,-3179,11865,27042,20873,55816,-9008,-28774
2023/3/10,外資及陸資,443481,346797,452054,359808,-8573,-13011,214786,128691,343883,143531,-129097,-14840
2023/3/13,自營商,397293,117090,385829,120004,11464,-2914,263153,76732,295490,57388,-32337,19344
2023/3/13,投信,15530,44349,14935,42455,595,1894,11949,27349,20362,54298,-8413,-26949
2023/3/13,外資及陸資,607613,569130,594682,545224,12931,23906,229391,141881,345355,132914,-115964,8967
2023/3/14,自營商,429361,105415,446358,101621,-16997,3794,264691,84107,313680,61271,-48989,22836
2023/3/14,投信,12385,31451,13023,33331,-638,-1880,12048,27336,21099,55845,-9051,-28509
2023/3/14,外資及陸資,581872,495205,607030,516243,-25158,-21038,219717,123686,360866,135872,-141149,-12186
2023/3/15,自營商,475016,86393,469932,88650,5084,-2257,158574,63351,183781,46220,-25207,17131
2023/3/15,投信,2038,5802,519,560,1519,5242,12576,31192,20714,55729,-8138,-24537
2023/3/15,外資及陸資,564628,357490,554237,351001,10391,6489,154339,109305,244746,114572,-90407,-5267
2023/3/16,自營商,331683,56025,336277,57508,-4594,-1483,182916,65843,212609,50234,-29693,15609
2023/3/16,投信,387,873,412,945,-25,-72,12750,31521,20913,55975,-8163,-24454
2023/3/16,外資及陸資,452982,417470,450384,419425,2598,-1955,171687,107704,259592,114766,-87905,-7062
2023/3/17,自營商,258580,50025,247484,47336,11096,2689,203735,66201,222606,47680,-18871,18521
2023/3/17,投信,624,1921,120,353,504,1568,12851,32220,20510,55397,-7659,-23177
2023/3/17,外資及陸資,371570,333233,351716,307007,19854,26226,192490,128036,260535,109006,-68045,19030
2023/3/20,自營商,211677,36289,226601,34450,-14924,1839,204301,70163,237893,49895,-33592,20268
2023/3/20,投信,16,49,556,1691,-540,-1642,12312,30503,20511,55268,-8199,-24765
2023/3/20,外資及陸資,313921,265250,333270,281800,-19349,-16550,184597,114054,271989,111608,-87392,2446
2023/3/21,自營商,317642,45068,305885,43671,11757,1397,219456,68825,241636,47082,-22180,21743
2023/3/21,投信,147,449,116,359,31,90,12339,30750,20507,55556,-8168,-24806
2023/3/21,外資及陸資,352543,289312,344928,279440,7615,9872,193299,120477,273166,108055,-79867,12422
2023/3/22,自營商,415427,50904,380469,50018,34958,886,174062,69515,201957,46532,-27895,22983
2023/3/22,投信,1190,3566,172,370,1018,3196,12952,33033,20102,55069,-7150,-22036
2023/3/22,外資及陸資,371415,264028,356437,235805,14978,28223,202846,150629,274736,109477,-71890,41152
2023/3/23,自營商,261946,47438,263415,46959,-1469,479,193512,70107,222753,46462,-29241,23645
2023/3/23,投信,729,2296,124,386,605,1910,13632,35435,20177,55733,-6545,-20298
2023/3/23,外資及陸資,341587,322898,339174,325203,2413,-2305,212472,159379,282195,119999,-69723,39380
2023/3/24,自營商,231745,38138,228235,39192,3510,-1054,202641,71926,228856,49204,-26215,22722
2023/3/24,投信,1334,3931,9,17,1325,3914,14747,38857,19967,55347,-5220,-16490
2023/3/24,外資及陸資,352490,285437,369287,305361,-16797,-19924,212931,147536,299448,128009,-86517,19527
2023/3/27,自營商,237198,41410,250487,39191,-13289,2219,211636,73407,250897,48667,-39261,24740
2023/3/27,投信,496,1568,127,400,369,1168,15178,39994,20029,55221,-4851,-15227
2023/3/27,外資及陸資,325826,267822,355264,301579,-29438,-33757,199618,123174,310689,137365,-111071,-14191
2023/3/28,自營商,281018,39629,283886,42055,-2868,-2426,218090,72858,260167,50704,-42077,22154
2023/3/28,投信,427,1314,514,1613,-87,-299,15458,40495,20396,55887,-4938,-15392
2023/3/28,外資及陸資,351844,279219,357863,283464,-6019,-4245,201623,119222,318475,137463,-116852,-18241
2023/3/29,自營商,307676,38384,298382,37427,9294,957,179077,71673,214238,48386,-35161,23287
2023/3/29,投信,26,61,67,211,-41,-150,15419,40480,20398,56072,-4979,-15592
2023/3/29,外資及陸資,336447,233992,321017,218886,15430,15106,203844,127966,306418,131066,-102574,-3100
2023/3/30,自營商,179306,34679,179753,34023,-447,656,193226,71962,228974,47936,-35748,24026
2023/3/30,投信,408,1291,1023,3236,-615,-1945,14527,37870,20121,55485,-5594,-17615
2023/3/30,外資及陸資,235480,230601,226336,220083,9144,10518,212204,134980,305634,127650,-93430,7330
2023/3/31,自營商,200038,40015,201294,39370,-1256,645,206271,74096,243213,49350,-36942,24746
2023/3/31,投信,54,171,326,1034,-272,-863,14343,37392,20209,55917,-5866,-18525
2023/3/31,外資及陸資,269565,236105,268078,245280,1487,-9175,217601,131977,309544,133791,-91943,-1814
2023/4/6,自營商,281736,39954,287872,42770,-6136,-2816,191181,72744,229002,51010,-37821,21734
2023/4/6,投信,11,35,545,1694,-534,-1659,14031,36175,20431,56241,-6400,-20066
2023/4/6,外資及陸資,300364,231350,298440,220560,1924,10790,217753,140110,304829,131077,-87076,9033
2023/4/7,自營商,151874,27657,152402,27804,-528,-147,204504,73884,242642,52276,-38138,21608
2023/4/7,投信,163,516,49,155,114,361,14036,36307,20322,56077,-6286,-19770
2023/4/7,外資及陸資,210842,176155,209347,176929,1495,-774,221836,140390,307417,132151,-85581,8239
2023/4/10,自營商,169226,30812,166829,26821,2397,3991,215232,76341,250550,50759,-35318,25582
2023/4/10,投信,54,171,1,1,53,170,14087,36541,20320,56179,-6233,-19638
2023/4/10,外資及陸資,184625,150042,187000,149493,-2375,549,227365,144337,315321,135583,-87956,8754
2023/4/11,自營商,305023,46883,291629,52582,13394,-5699,230829,74141,253456,54171,-22627,19970
2023/4/11,投信,498,1584,1058,2566,-560,-982,13314,34241,20107,54945,-6793,-20704
2023/4/11,外資及陸資,319867,250790,311614,240951,8253,9839,241836,153150,321527,134515,-79691,18635
2023/4/12,自營商,264710,37743,283443,32382,-18733,5361,186303,77602,245385,52492,-59082,25110
2023/4/12,投信,41,105,473,1506,-432,-1401,12887,32850,20115,54961,-7228,-22111
2023/4/12,外資及陸資,258437,177136,264707,185637,-6270,-8501,232146,143222,315703,132959,-83557,10263
2023/4/13,自營商,229414,49812,227411,48902,2003,910,200626,78316,257570,52424,-56944,25892
2023/4/13,投信,236,589,773,2432,-537,-1843,12603,31731,20368,55532,-7765,-23801
2023/4/13,外資及陸資,345198,292508,360644,301028,-15446,-8520,231613,140798,330616,139029,-99003,1769
2023/4/14,自營商,267066,52142,233776,54615,33290,-2473,224337,76191,248043,52559,-23706,23632
2023/4/14,投信,2163,3493,1808,2361,355,1132,12638,32103,20048,54972,-7410,-22869
2023/4/14,外資及陸資,384617,308068,361635,280785,22982,27283,253498,172694,329519,143563,-76021,29131
2023/4/17,自營商,223686,78911,246637,72735,-22951,6176,221285,82498,269005,52687,-47720,29811
2023/4/17,投信,15072,43888,15620,45612,-548,-1724,12099,30403,20057,55025,-7958,-24622
2023/4/17,外資及陸資,373349,335133,389116,352658,-15767,-17525,242937,162664,334718,151191,-91781,11473
2023/4/18,自營商,274079,74064,267645,79854,6434,-5790,229245,79510,269800,55530,-40555,23980
2023/4/18,投信,14193,37946,14374,38512,-181,-566,12066,30142,20205,55212,-8139,-25070
2023/4/18,外資及陸資,380109,354886,395006,367273,-14897,-12387,239517,155660,346136,156507,-106619,-847
2023/4/19,自營商,355705,79029,372413,79500,-16708,-471,155811,61782,172774,45867,-16963,15915
2023/4/19,投信,612,1434,586,1347,26,87,12135,30665,19948,55498,-7813,-24833
2023/4/19,外資及陸資,366451,246200,385642,260117,-19191,-13917,153354,129490,261296,129631,-107942,-141
2023/4/20,自營商,211732,38835,208215,42970,3517,-4135,173294,61105,187040,49354,-13746,11751
2023/4/20,投信,310,597,521,1004,-211,-407,12241,30542,20265,55716,-8024,-25174
2023/4/20,外資及陸資,307016,273809,294756,256687,12260,17122,171718,136511,267400,119696,-95682,16815
2023/4/21,自營商,276050,45708,277423,44029,-1373,1679,186032,62900,201525,49450,-15493,13450
2023/4/21,投信,75,234,376,1172,-301,-938,12278,30435,20603,56365,-8325,-25930
2023/4/21,外資及陸資,358819,305949,366831,308444,-8012,-2495,182127,142056,285807,127888,-103680,14168
2023/4/24,自營商,218158,33240,213048,35725,5110,-2485,203304,64775,214115,53868,-10811,10907
2023/4/24,投信,159,341,66,204,93,137,12326,30588,20558,56389,-8232,-25801
2023/4/24,外資及陸資,297207,236784,286028,225336,11179,11448,190901,149322,283396,123681,-92495,25641
2023/4/25,自營商,374517,53488,397734,51148,-23217,2340,202940,64675,236795,51542,-33855,13133
2023/4/25,投信,372,1141,552,1689,-180,-548,12648,31133,21060,57102,-8412,-25969
2023/4/25,外資及陸資,359068,254066,389941,289324,-30873,-35258,189485,137963,306225,147526,-116740,-9563
2023/4/26,自營商,374334,47841,388650,50510,-14316,-2669,177736,62421,214725,51835,-36989,10586
2023/4/26,投信,13,40,488,196,-475,-156,12614,31065,21501,57160,-8887,-26095
2023/4/26,外資及陸資,443226,272007,433857,270034,9369,1973,191637,142158,295124,149841,-103487,-7683
2023/4/27,自營商,193454,36519,185902,35137,7552,1382,188031,62990,217494,51090,-29463,11900
2023/4/27,投信,230,694,82,252,148,442,12839,31850,21578,57587,-8739,-25737
2023/4/27,外資及陸資,285357,248900,275927,234413,9430,14487,197180,144193,291237,137340,-94057,6853
2023/4/28,自營商,245587,37749,228998,36853,16589,896,208319,64577,221154,51660,-12835,12917
2023/4/28,投信,590,1825,142,430,448,1395,12849,32182,21140,56768,-8291,-24586
2023/4/28,外資及陸資,303624,254681,294252,243588,9372,11093,200623,149984,290510,132055,-89887,17929
2023/5/2,自營商,272493,45899,269962,47339,2531,-1440,224747,68342,234446,56946,-9699,11396
2023/5/2,投信,174,537,130,336,44,201,12780,32160,21027,56641,-8247,-24481
2023/5/2,外資及陸資,309719,248778,302807,241836,6912,6942,210775,157065,293702,131944,-82927,25121
2023/5/3,自營商,283967,42093,302500,40881,-18533,1212,193136,66222,225954,53724,-32818,12498
2023/5/3,投信,86,267,275,841,-189,-574,12783,32003,21219,56924,-8436,-24921
2023/5/3,外資及陸資,333708,216481,343145,222254,-9437,-5773,202177,152609,292704,133211,-90527,19398
2023/5/4,自營商,180539,36201,183404,36403,-2865,-202,208608,67175,244451,54864,-35843,12311
2023/5/4,投信,219,531,70,218,149,313,12867,32236,21154,56935,-8287,-24699
2023/5/4,外資及陸資,274586,256981,268967,238760,5619,18221,210020,159057,294928,121202,-84908,37855
2023/5/5,自營商,230186,37269,227566,38850,2620,-1581,229098,67930,262220,57170,-33122,10760
2023/5/5,投信,467,1462,60,164,407,1298,13000,32747,20880,56206,-7880,-23459
2023/5/5,外資及陸資,281891,236682,285894,240711,-4003,-4029,212439,157089,301347,123303,-88908,33786
2023/5/8,自營商,252553,32703,249184,32424,3369,279,235379,68232,265592,57149,-30213,11083
2023/5/8,投信,228,712,50,101,178,611,13003,32986,20705,55954,-7702,-22968
2023/5/8,外資及陸資,293331,216818,296150,222208,-2819,-5390,213711,150914,305438,122372,-91727,28542
2023/5/9,自營商,217774,31187,208279,33004,9495,-1817,243250,67837,264341,58537,-21091,9300
2023/5/9,投信,307,913,98,294,209,619,13210,33640,20703,56016,-7493,-22376
2023/5/9,外資及陸資,271220,200602,268017,195555,3203,5047,222217,155384,310738,121719,-88521,33665
2023/5/10,自營商,285368,47438,323564,43303,-38196,4135,208851,70750,266229,57371,-57378,13379
2023/5/10,投信,43,134,194,570,-151,-436,13226,33448,20870,56076,-7644,-22628
2023/5/10,外資及陸資,345579,201282,366203,240588,-20624,-39306,212445,129345,312727,135239,-100282,-5894
2023/5/11,自營商,273695,47599,256325,53559,17370,-5960,226879,69547,266431,62125,-39552,7422
2023/5/11,投信,220,663,296,909,-76,-246,13212,33210,20932,55958,-7720,-22748
2023/5/11,外資及陸資,345421,292202,342503,289394,2918,2808,221837,135925,319204,138877,-97367,-2952
2023/5/12,自營商,269422,51531,280038,52823,-10616,-1292,235103,70080,285525,64102,-50422,5978
2023/5/12,投信,1400,1996,1386,1956,14,40,13226,33210,20932,55896,-7706,-22686
2023/5/12,外資及陸資,429129,298334,418701,293588,10428,4746,230091,140041,317030,138235,-86939,1806
2023/5/15,自營商,243037,58158,232562,66932,10475,-8774,251984,75714,291903,78506,-39919,-2792
2023/5/15,投信,16875,48482,16827,48260,48,222,13283,33328,20941,55805,-7658,-22477
2023/5/15,外資及陸資,434213,352298,423407,332471,10806,19827,246858,173776,322982,151986,-76124,21790
2023/5/16,自營商,345953,72325,324326,81752,21627,-9427,257922,69436,275927,81581,-18005,-12145
2023/5/16,投信,14643,38312,14553,38006,90,306,12913,32509,20481,54962,-7568,-22453
2023/5/16,外資及陸資,445715,352881,415902,304910,29813,47971,259658,192792,310423,122567,-50765,70225
2023/5/17,自營商,540341,106166,518041,111642,22300,-5476,180801,34983,210425,79514,-29624,-44531
2023/5/17,投信,766,1868,810,1034,-44,834,12412,32524,19944,54918,-7532,-22394
2023/5/17,外資及陸資,543769,346644,527658,315137,16111,31507,195366,211475,226087,105076,-30721,106399
2023/5/18,自營商,266987,42765,287386,47115,-20399,-4350,194606,37641,244532,86986,-49926,-49345
2023/5/18,投信,509,675,381,574,128,101,12567,32476,19971,55055,-7404,-22579
2023/5/18,外資及陸資,324686,261237,324493,264619,193,-3382,218757,219820,249285,115540,-30528,104280
2023/5/19,自營商,254534,38989,254279,45086,255,-6097,221635,37751,271529,93562,-49894,-55811
2023/5/19,投信,175,552,235,737,-60,-185,12374,31981,19838,54828,-7464,-22847
2023/5/19,外資及陸資,338405,243698,343158,247009,-4753,-3311,227922,221975,263189,120372,-35267,101603
2023/5/22,自營商,177377,21440,182775,25863,-5398,-4423,227319,37409,282579,97756,-55260,-60347
2023/5/22,投信,300,961,2,6,298,955,12672,32909,19838,54778,-7166,-21869
2023/5/22,外資及陸資,243888,178542,248455,183077,-4567,-4535,233044,222759,272887,125722,-39843,97037
2023/5/23,自營商,240125,28690,237686,34016,2439,-5326,240850,37662,293820,103521,-52970,-65859
2023/5/23,投信,543,843,19,33,524,810,13196,33753,19838,54838,-6642,-21085
2023/5/23,外資及陸資,285824,211496,286391,212956,-567,-1460,240012,231313,280321,135524,-40309,95789
2023/5/24,自營商,328121,42469,335153,41163,-7032,1306,192415,36821,285708,102384,-93293,-65563
2023/5/24,投信,635,1133,361,1156,274,-23,13554,33853,19922,54873,-6368,-21020
2023/5/24,外資及陸資,333959,210297,339001,218508,-5042,-8211,235173,233753,279517,146461,-44344,87292
2023/5/25,自營商,290930,42687,283082,45505,7848,-2818,216111,40273,301440,109510,-85329,-69237
2023/5/25,投信,474,901,271,878,203,23,13538,33458,19703,54645,-6165,-21187
2023/5/25,外資及陸資,360174,311188,354288,303863,5886,7325,253503,243568,292117,148063,-38614,95505
2023/5/26,自營商,339025,49778,331662,48431,7363,1347,238576,42068,317074,111082,-78498,-69014
2023/5/26,投信,552,1802,128,387,424,1415,13505,33883,19246,53985,-5741,-20102
2023/5/26,外資及陸資,392158,317515,384528,304131,7630,13384,269300,255477,300293,144793,-30993,110684
2023/5/29,自營商,343641,49756,364124,42075,-20483,7681,247364,43161,346250,105170,-98886,-62009
2023/5/29,投信,514,1698,75,201,439,1497,13497,34132,18799,52906,-5302,-18774
2023/5/29,外資及陸資,387748,256844,399747,284120,-11999,-27276,272340,250261,315176,165884,-42836,84377
2023/5/30,自營商,268977,28558,259249,34326,9728,-5768,265850,42244,355706,110160,-89856,-67916
2023/5/30,投信,54,179,40,101,14,78,13487,34087,18775,52778,-5288,-18691
2023/5/30,外資及陸資,281139,182289,284618,178911,-3479,3378,275805,257646,322120,169661,-46315,87985
2023/5/31,自營商,576314,63298,579525,61216,-3211,2082,210548,41078,330754,107187,-120206,-66109
2023/5/31,投信,426,1408,300,928,126,480,13600,34304,18762,52411,-5162,-18107
2023/5/31,外資及陸資,592860,343659,601348,353682,-8488,-10023,277407,256922,321982,179588,-44575,77334
2023/6/1,自營商,207823,35151,217561,35828,-9738,-677,224822,41616,355156,108359,-130334,-66743
2023/6/1,投信,155,498,36,67,119,431,13742,34708,18785,52351,-5043,-17643
2023/6/1,外資及陸資,317507,267037,324668,272333,-7161,-5296,283646,255968,335327,184250,-51681,71718
2023/6/2,自營商,283759,45427,281110,43301,2649,2126,240569,45182,368325,110532,-127756,-65350
2023/6/2,投信,751,2503,77,257,674,2246,13936,35871,18305,51531,-4369,-15660
2023/6/2,外資及陸資,354038,269469,345475,263183,8563,6286,296210,270897,339328,191705,-43118,79192
2023/6/5,自營商,317267,40744,310705,41442,6562,-698,260773,43886,382105,109894,-121332,-66008
2023/6/5,投信,152,503,235,772,-83,-269,13743,35166,18195,51057,-4452,-15891
2023/6/5,外資及陸資,353275,251214,362088,264376,-8813,-13162,294436,257703,346367,191855,-51931,65848
2023/6/6,自營商,245890,33976,237417,36126,8473,-2150,276633,45816,389412,114098,-112779,-68282
2023/6/6,投信,43,132,307,1027,-264,-895,13477,34396,18193,51248,-4716,-16852
2023/6/6,外資及陸資,329245,234498,324438,227995,4807,6503,299008,262061,346132,189215,-47124,72846
2023/6/7,自營商,366722,49208,353591,44135,13131,5073,228662,47838,363781,111476,-135119,-63638
2023/6/7,投信,726,2452,94,317,632,2135,13597,35102,17681,49971,-4084,-14869
2023/6/7,外資及陸資,395991,234616,389354,226529,6637,8087,303535,277287,337818,195223,-34283,82064
2023/6/8,自營商,280159,47572,281943,49926,-1784,-2354,246572,44423,383557,109701,-136985,-65278
2023/6/8,投信,109,362,592,1978,-483,-1616,13440,34212,18007,50540,-4567,-16328
2023/6/8,外資及陸資,351384,278695,360503,295165,-9119,-16470,308446,262903,351836,198023,-43390,64880
2023/6/9,自營商,229259,39532,218800,40501,10459,-969,264657,46809,390806,113899,-126149,-67090
2023/6/9,投信,327,1104,308,1005,19,99,13247,33947,17795,50349,-4548,-16402
2023/6/9,外資及陸資,304985,236548,307575,235750,-2590,798,309324,265183,355304,198931,-45980,66252
